Scheme_Code,Scheme_Name
139996,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Cumulative Option
139993,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Direct Plan Cumulative Option
139995,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Direct Plan Dividend Option
139994,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Dividend Option
139590,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Cumulative Option
139592,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Direct Plan Cumulative Option
139593,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Direct Plan Dividend Option
139591,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Dividend Option
140060,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days - Cumulative Option
140058,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days - Direct Plan - Cumulative Option
140059,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days - Direct Plan - Dividend Option
140057,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days - Dividend Option
139763,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Cumulative Option
139764,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Direct Plan Cumulative Option
139765,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Direct Plan Dividend Option
139766,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Dividend Option
121513,ICICI Prudential Multiple Yield Fund - Series 3 - Plan A - Cumulative
121510,ICICI Prudential Multiple Yield Fund - Series 3 - Plan A - Direct Plan - Cumulative
121512,ICICI Prudential Multiple Yield Fund - Series 3 - Plan A - Direct Plan - Dividend
121511,ICICI Prudential Multiple Yield Fund - Series 3 - Plan A -Dividend
122251,ICICI Prudential Multiple Yield Fund - Series 3 - Plan B - Cumulative
122249,ICICI Prudential Multiple Yield Fund - Series 3 - Plan B - Direct Plan - Cumulative
122250,ICICI Prudential Multiple Yield Fund - Series 3 - Plan B - Direct Plan - Dividend
122252,ICICI Prudential Multiple Yield Fund - Series 3 - Plan B -Dividend
122402,ICICI Prudential Multiple Yield Fund - Series 3 - Plan C - Cumulative
122403,ICICI Prudential Multiple Yield Fund - Series 3 - Plan C - Direct Plan - Cumulative
122401,ICICI Prudential Multiple Yield Fund - Series 3 - Plan C - Direct Plan - Dividend
122404,ICICI Prudential Multiple Yield Fund - Series 3 - Plan C -Dividend
122441,ICICI Prudential Multiple Yield Fund - Series 3 - Plan D - Cumulative
122439,ICICI Prudential Multiple Yield Fund - Series 3 - Plan D - Direct Plan - Cumulative
122440,ICICI Prudential Multiple Yield Fund - Series 3 - Plan D - Direct Plan - Dividend
122442,ICICI Prudential Multiple Yield Fund - Series 3 - Plan D -Dividend
122662,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C - Cumulative
122661,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C - Direct Plan - Cumulative
122664,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C - Direct Plan - Dividend
122663,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C - Dividend
122853,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E - Cumulative
122850,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E - Direct Plan - Cumulative
122852,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E - Direct Plan - Dividend
122851,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E -Dividend
122532,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A - Direct Plan - Cumulative
122533,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A - Direct Plan - Dividend
122534,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A - Dividend
122535,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A -Cumulative
122658,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B - Cumulative
122659,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B - Direct Plan - Cumulative
122657,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B - Direct Plan - Dividend
122660,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B -Dividend
122755,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D - Cumulative
122754,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D - Direct Plan - Cumulative
122753,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D - Direct Plan - Dividend
122756,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D -Dividend
124138,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Cumulative
124140,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Direct Plan - Cumulative
124141,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Direct Plan - Dividend
124139,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Dividend
125263,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B - Direct Plan - Cumulative
125260,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B - Direct Plan - Dividend
125262,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B - Dividend
125261,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B -Cumulative
126114,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D - Direct Plan - Cumulative
126115,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D - Direct Plan - Dividend
126116,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D -Cumulative
126113,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D -Dividend
126086,ICICI Prudential Multiple Yield Fund - Series 5 - 1825 Days - Plan C - Cumulative
126088,ICICI Prudential Multiple Yield Fund - Series 5 - 1825 Days - Plan C - Direct Plan - Cumulative
126087,ICICI Prudential Multiple Yield Fund - Series 5 - 1825 Days - Plan C - Dividend
127129,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan A - Direct Plan - Cumulative
127131,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan A -Cumulative
127132,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan A -Dividend
129068,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E - Direct Plan - Cumulative
129067,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E - Direct Plan - Dividend
129066,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E -Cumulative
129069,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E -Dividend
128207,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Cumulative
128205,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Direct Plan - Cumulative
128206,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Direct Plan - Dividend
128208,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Dividend
128492,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C - Cumulative
128494,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C - Direct Plan - Cumulative
128495,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C - Direct Plan - Dividend
128493,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C -Dividend
131352,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan F Cumulative Option
131353,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan F Direct Plan Cumulative Option
131350,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan F Direct Plan Dividend Option
131351,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan F Dividend Option
131262,ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D  Dividend Option
131264,ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D Cumulative Option
131263,ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D Direct Plan Cumulative Option
131261,ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D Direct Plan Dividend Option
130440,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Cumulative Option
130438,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Direct Plan Cumulative Option
130439,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Direct Plan Dividend Option
130441,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Dividend Option
130990,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Cumulative Option
130991,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Direct Plan Cumulative Option
130989,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Direct Plan Dividend Option
130992,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Dividend Option
131314,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan E Cumulative Option
131316,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan E Direct Plan Cumulative Option
131313,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan E Direct Plan Dividend Option
131315,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan E Dividend Option
133172,ICICI Prudential Multiple Yield Fund - Series 8 -1101 Days Plan E Cumulative Option
133174,ICICI Prudential Multiple Yield Fund - Series 8 -1101 Days Plan E Direct Plan Cumulative Option
133173,ICICI Prudential Multiple Yield Fund - Series 8 -1101 Days Plan E Dividend Option
132954,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan C Cumulative Option
132951,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan C Direct Plan Cumulative Option
132953,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan C Direct Plan Dividend Option
132952,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan C Dividend Option
133578,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan F Cumulative Option
133577,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan F Direct Plan Cumulative Option
133580,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan F Direct Plan Dividend Option
133579,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan F Dividend Option
133112,ICICI Prudential Multiple Yield Fund - Series 8 -1822 Days Plan D Cumulative Option
133110,ICICI Prudential Multiple Yield Fund - Series 8 -1822 Days Plan D Direct Plan Cumulative Option
133111,ICICI Prudential Multiple Yield Fund - Series 8 -1822 Days Plan D Direct Plan Dividend Option
133113,ICICI Prudential Multiple Yield Fund - Series 8 -1822 Days Plan D Dividend Option
131574,ICICI Prudential Multiple Yield Fund - Series 8 - 1824 Days Plan A Cumulative Option
131577,ICICI Prudential Multiple Yield Fund - Series 8 - 1824 Days Plan A Direct Plan Cumulative Option
131576,ICICI Prudential Multiple Yield Fund - Series 8 - 1824 Days Plan A Direct Plan Dividend Option
131575,ICICI Prudential Multiple Yield Fund - Series 8 - 1824 Days Plan A Dividend Option
134262,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Cumulative Option
134259,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Direct Plan Cumulative Option
134260,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Direct Plan Dividend Option
134261,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Dividend Option
129232,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Cumulative Option
129231,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Direct Plan Cumulative Option
129230,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Direct Plan- Dividend Option
129233,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Dividend Option
129742,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days Plan F Cumulative Option
129741,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days Plan F Direct Plan Cumulative Option
129744,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days Plan F Direct Plan- Dividend Option
129743,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days Plan F Dividend Option
130148,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan A Cumulative Option
130146,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan A Direct Plan Cumulative Option
130145,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan A Direct Plan Dividend Option
130147,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan A Dividend Option
139972,IDBI Prudence Fund Dividend Direct
139970,IDBI Prudence Fund Dividend Regular
139971,IDBI Prudence Fund Growth Direct
139969,IDBI Prudence Fund Growth Regular
123635,IDBI Equity Advantage Fund - Dividend Direct
123636,IDBI Equity Advantage Fund - Dividend Regular
123637,IDBI Equity Advantage Fund - Growth Direct
123638,IDBI Equity Advantage Fund - Growth Regular
117714,IDBI GOLD FUND
118343,IDBI GOLD FUND Direct
118034,IDBI Gilt Fund Annual Dividend
118447,IDBI Gilt Fund Annual Dividend Direct
118030,IDBI Gilt Fund Growth
118341,IDBI Gilt Fund Growth Direct
118031,IDBI Gilt Fund Quarterly Dividend
118446,IDBI Gilt Fund Quarterly Dividend Direct
115939,IDBI Gold Exchange Traded Fund
128233,IDBI DIVERSIFIED EQUITY FUND Dividend - Direct Plan
128234,IDBI DIVERSIFIED EQUITY FUND Dividend - Regular Plan
128236,IDBI DIVERSIFIED EQUITY FUND Growth Direct
128235,IDBI DIVERSIFIED EQUITY FUND Growth Regular
117310,IDBI India Top 100 Equity Fund Dividend
118448,IDBI India Top 100 Equity Fund Dividend Direct
117311,IDBI India Top 100 Equity Fund Growth
118344,IDBI India Top 100 Equity Fund Growth Direct
140458,IDBI Midcap Fund Dividend Direct
140459,IDBI Midcap Fund Dividend Regular
140461,IDBI Midcap Fund Growth Direct
140460,IDBI Midcap Fund Growth Regular
113062,IDBI Nifty Index Fund Dividend
118455,IDBI Nifty Index Fund Dividend Direct
113063,IDBI NIFTY Index Fund Growth
118347,IDBI NIFTY Index Fund Growth Direct
113250,IDBI Nifty Junior Index Fund Dividend
118456,IDBI Nifty Junior Index Fund Dividend Direct
113249,IDBI Nifty Junior Index Fund Growth
118348,IDBI Nifty Junior Index Fund Growth Direct
128337,IDBI Corporate Debt Opportunities Fund Annual Dividend - Direct Plan
128332,IDBI Corporate Debt Opportunities Fund Annual Dividend - Regular Plan
127181,IDBI Corporate Debt Opportunities Fund Growth Direct
127183,IDBI Corporate Debt Opportunities Fund Growth Regular
127184,IDBI Corporate Debt Opportunities Fund Quarterly Dividend - Direct Plan
127182,IDBI Corporate Debt Opportunities Fund Quarterly Dividend - Regular Plan
118428,IDBI Dynamic Bond Fund Annual Dividend Direct
116582,IDBI Dynamic Bond Fund Annual Dividend Regular
116583,IDBI Dynamic Bond Fund Growth
116811,IDBI Dynamic Bond Fund Growth Direct
118429,IDBI Dynamic Bond Fund Quarterly Dividend Direct
116810,IDBI Dynamic Bond Fund Quarterly Dividend Regular
114982,IDBI Monthly Income Plan Growth Option
118452,IDBI Monthly Income Plan Growth Option Direct
114630,IDBI Monthly Income Plan Monthly Dividend Option
118453,IDBI Monthly Income Plan Monthly Dividend Option Direct
114983,IDBI Monthly Income Plan Quarterly Dividend Option
118454,IDBI Monthly Income Plan Quarterly Dividend Option Direct
115005,IDBI Short Term Bond Fund Growth
118349,IDBI Short Term Bond Fund Growth Direct
114999,IDBI Short Term Bond Fund Monthly Dividend
118457,IDBI Short Term Bond Fund Monthly Dividend Direct
115000,IDBI Short Term Bond Fund Weekly Dividend
118458,IDBI Short Term Bond Fund Weekly Dividend Direct
126166,IDBI UST Bonus Direct
126165,IDBI UST Bonus Regular
113252,IDBI UST Daily Dividend
118459,IDBI UST Daily Dividend Direct
113251,IDBI UST Growth
118350,IDBI UST Growth Direct
113254,IDBI UST Monthly Dividend
118460,IDBI UST Monthly Dividend Direct
113253,IDBI UST Weekly Dividend
118461,IDBI UST Weekly Dividend Direct
126163,IDBI Liquid Fund Bonus Direct
126164,IDBI Liquid Fund Bonus Regular
118345,IDBI Liquid Fund Growth Direct
113104,IDBI Liquid Fund- Monthly Dividend
118449,IDBI Liquid Fund- Monthly Dividend Direct
113102,IDBI Liquid Fund-Daily Dividend
118450,IDBI Liquid Fund-Daily Dividend Direct
113096,IDBI Liquid Fund-Growth
113103,IDBI Liquid Fund-Weekly Dividend
118451,IDBI Liquid Fund-Weekly Dividend Direct
124368,IDBI FMP - Series III - 564 days (September 2013) - L Dividend Direct
124367,IDBI FMP - Series III - 564 days (September 2013) - L Dividend Regular
124366,IDBI FMP - Series III - 564 days (September 2013) - L Growth Direct
124365,IDBI FMP - Series III - 564 days (September 2013) - L Growth Regular
126470,IDBI FMP - Series IV - 518 Days (January 2014) - B Dividend Direct
126467,IDBI FMP - Series IV - 518 Days (January 2014) - B Dividend Regular
126469,IDBI FMP - Series IV - 518 Days (January 2014) - B Growth Direct
126468,IDBI FMP - Series IV - 518 Days (January 2014) - B Growth Regular
127577,IDBI FMP - Series IV - 542 Days (February 2014) - F Dividend Direct
127575,IDBI FMP - Series IV - 542 Days (February 2014) - F Dividend Regular
127576,IDBI FMP - Series IV - 542 Days (February 2014) - F Growth Direct
127574,IDBI FMP - Series IV - 542 Days (February 2014) - F Growth Regular
126021,IDBI FMP Series III 494 Days (December 2013)- O Dividend Direct
126023,IDBI FMP Series III 494 Days (December 2013)- O Dividend Regular
126024,IDBI FMP Series III 494 Days (December 2013)- O Growth Direct
126020,IDBI FMP Series III 494 Days (December 2013)- O Growth Regular
140383,IDFC Balanced Fund-Direct Plan-Dividend
140382,IDFC Balanced Fund-Direct Plan-Growth
140384,IDFC Balanced Fund-Regular Plan-Dividend
140381,IDFC Balanced Fund-Regular Plan-Growth
118472,IDFC  Tax Advantage  (ELSS) Fund-Direct Plan-Dividend
118473,IDFC  Tax Advantage  (ELSS) Fund-Direct Plan-Growth
111570,IDFC  Tax Advantage  (ELSS) Fund-Regular Plan-Dividend
111569,IDFC  Tax Advantage  (ELSS) Fund-Regular Plan-Growth
118409,IDFC   All Seasons Bond Fund-Direct Plan-Daily Dividend
118414,IDFC   All Seasons Bond Fund-Direct Plan-Fortnightly Dividend
118410,IDFC   All Seasons Bond Fund-Direct Plan-Growth
118413,IDFC   All Seasons Bond Fund-Direct Plan-Quarterly Dividend
118412,IDFC   All Seasons Bond Fund-Direct Plan-Weekly Dividend
108547,IDFC   All Seasons Bond Fund-Regular Plan-Annual Dividend
117868,IDFC   All Seasons Bond Fund-Regular Plan-Daily Dividend
115874,IDFC   All Seasons Bond Fund-Regular Plan-Fortnightly Dividend
108545,IDFC   All Seasons Bond Fund-Regular Plan-Growth
108546,IDFC   All Seasons Bond Fund-Regular Plan-Half Yearly Dividend
108544,IDFC   All Seasons Bond Fund-Regular Plan-Quarterly Dividend
117867,IDFC   All Seasons Bond Fund-Regular Plan-Weekly Dividend
131398,IDFC ASBF -Direct Plan_Periodic Dividend
131399,IDFC ASBF -Regular Plan_Periodic Dividend
118484,IDFC  Asset Allocation Fund Of Fund-Aggressive Plan-Direct Plan-Dividend
118485,IDFC  Asset Allocation Fund Of Fund-Aggressive Plan-Direct Plan-Growth
112331,IDFC  Asset Allocation Fund Of Fund-Aggressive Plan-Regular Plan-Dividend
112332,IDFC  Asset Allocation Fund Of Fund-Aggressive Plan-Regular Plan-Growth
118487,IDFC  Asset Allocation Fund Of Fund-Conservative Plan-Direct Plan-Dividend
118486,IDFC  Asset Allocation Fund Of Fund-Conservative Plan-Direct Plan-Growth
112328,IDFC  Asset Allocation Fund Of Fund-Conservative Plan-Regular Plan-Dividend
112327,IDFC  Asset Allocation Fund Of Fund-Conservative Plan-Regular Plan-Growth
118489,IDFC  Asset Allocation Fund Of Fund-Moderate Plan-Dierct Plan-Growth
112330,IDFC  Asset Allocation Fund Of Fund-Moderate Plan-Regular Plan-Dividend
112329,IDFC  Asset Allocation Fund Of Fund-Moderate Plan-Regular Plan-Growth
108557,IDFC Government Securities Fund - IP - Regular Plan - Quarterly Dividend
108559,IDFC Government Securities Fund - IP - Regular Plan - Annual Dividend
108558,IDFC Government Securities Fund - IP - Regular Plan - Half Yearly Dividend
108752,IDFC GSF - Investment Plan - Growth
108754,IDFC GSF - Investment Plan - Half Yearly Dividend
108643,IDFC GSF - Investment Plan - Quarterly Dividend
108753,IDFC GSF - Short Term-Regular Plan- Growth
118764,IDFC  Government Securities Fund - Provident Fund -Direct Plan-Annual Dividend
118766,IDFC  Government Securities Fund - Provident Fund -Direct Plan-Growth
118765,IDFC  Government Securities Fund - Provident Fund -Direct Plan-Quarterly Dividend
131392,IDFC GSF -PF -Direct Plan_Periodic Dividend
131393,IDFC GSF -PF -Regular Plan_Periodic Dividend
108659,IDFC GSF-Provident Fund-Inst Plan B-Growth
108660,IDFC GSF-Provident Fund-Inst Plan B-Quarterly Dividend
108663,IDFC GSF-Provident Fund-Regular Plan-Annual Dividend
108661,IDFC GSF-Provident Fund-Regular Plan-Growth
108662,IDFC GSF-Provident Fund-Regular Plan-Quarterly Dividend
108646,IDFC GSF - Short Term -Regular Plan- Quarterly Dividend
108645,IDFC GSF - Investment Plan - Annual Dividend
118387,IDFC  Government Securities Fund - Short Term -Direct Plan-Growth
118390,IDFC  Government Securities Fund - Short Term -Direct Plan-Monthly Dividend
118388,IDFC  Government Securities Fund - Short Term -Direct Plan-Quarterly Dividend
118389,IDFC  Government Securities Fund - Short Term -Direct Plan-Weekly Dividend
108644,IDFC GSF - Short Term -Regular Plan- Monthly Dividend
131390,IDFC GSF -ST -Direct Plan_Periodic Dividend
131391,IDFC GSF -ST -Regular Plan_Periodic Dividend
111339,IDFC GSF - Short Term -Plan B Growth
111341,IDFC GSF - Short Term -Plan B Quaterly Dividend
111342,IDFC GSF - Short Term -Plan B Weekly Dividend
111343,IDFC GSF - Short Term -Regular Plan- Weekly Dividend
118467,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Annual Dividend
118463,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Dividend
118464,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Growth
118465,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Half Yearly Dividend
118466,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Quarterly Dividend
111527,IDFC GSF - Investment Plan -Regular Plan- DIVIDEND
111525,IDFC GSF - Investment Plan -Regular Plan-GROWTH
131394,IDFC GSF -IP -Direct Plan_Periodic Dividend
131395,IDFC GSF -IP -Regular Plan_Periodic Dividend
118474,IDFC  Arbitrage Fund-Direct Plan- Growth
118475,IDFC  Arbitrage Fund-Direct Plan-Monthly Dividend
108845,IDFC  Arbitrage Fund-Regular Plan- Growth
108847,IDFC  Arbitrage Fund-Regular Plan-Monthly Dividend
108844,IDFC Arbitrage Fund - Plan B - Dividend
108846,IDFC Arbitrage Fund - Plan B - Growth
133679,IDFC Arbitrage Fund-Direct Plan- Annual Dividend
133680,IDFC Arbitrage Fund-Regular Plan- Annual Dividend
118477,IDFC  Arbitrage Plus Fund-Direct Plan-Growth
118476,IDFC  Arbitrage Plus Fund-Direct Plan-Monthly Dividend
108995,IDFC  Arbitrage Plus Fund-Regular Plan-Growth
108992,IDFC  Arbitrage Plus Fund-Regular Plan-Monthly Dividend
108993,IDFC Arbitrage Plus Fund -B-DIVIDEND
108994,IDFC Arbitrage Plus Fund -B-GROWTH
133682,IDFC Arbitrage Plus Fund- Regular Plan- Annual Dividend
133681,IDFC Arbitrage Plus Fund-Direct Plan- Annual Dividend
118420,IDFC  Classic Equity Fund-Direct Plan-Dividend
118419,IDFC  Classic Equity Fund-Direct Plan-Growth
108597,IDFC  Classic Equity Fund-Regular Plan-Dividend
108596,IDFC  Classic Equity Fund-Regular Plan-Growth
111864,IDFC Classic Equity Fund-Plan B- Dividend
111863,IDFC Classic Equity Fund-Plan B- Growth
131356,IDFC DEF_Direct Plan_Dividend
131355,IDFC DEF_Direct Plan_Growth
131354,IDFC DEF_Regular Plan_Dividend
131357,IDFC DEF_Regular Plan_Growth
118478,IDFC   Equity Fund-Direct Plan-Dividend
118479,IDFC   Equity Fund-Direct Plan-Growth
108800,IDFC   Equity Fund-Regular Plan-Dividend
108799,IDFC   Equity Fund-Regular Plan-Growth
112068,IDFC Equity Fund -Plan B- Dividend
112069,IDFC Equity Fund -Plan B-Growth
118422,IDFC  Imperial Equity Fund-Direct Plan-Dividend
118421,IDFC  Imperial Equity Fund-Direct Plan-Growth
108593,IDFC  Imperial Equity Fund-Regular Plan-Dividend
108592,IDFC  Imperial Equity Fund-Regular Plan-Growth
111866,IDFC Imperial Equity Fund-Plan B - Dividend
111865,IDFC Imperial Equity Fund-Plan B - Growth
118468,IDFC  Infrastructure Fund-Direct Plan-Dividend
118469,IDFC  Infrastructure Fund-Direct Plan-Growth
114477,IDFC  Infrastructure Fund-Regular Plan-Dividend
114476,IDFC  Infrastructure Fund-Regular Plan-Growth
118483,IDFC  Nifty Fund-Direct Plan-Dividend
118482,IDFC  Nifty Fund-Direct Plan-Growth
112878,IDFC  Nifty Fund-Regular Plan-Dividend
112877,IDFC  Nifty Fund-Regular Plan-Growth
118423,IDFC  Premier Equity Fund-Direct Plan-Dividend
118424,IDFC  Premier Equity Fund-Direct Plan-Growth
108595,IDFC  Premier Equity Fund-Regular Plan-Dividend
108594,IDFC  Premier Equity Fund-Regular Plan-Growth
111861,IDFC Premier Equity Fund-Plan B - Dividend
111862,IDFC Premier Equity Fund_Plan B - Growth
108908,IDFC  Sterling Equity Fund -Regular Plan-Dividend
108909,IDFC  Sterling Equity Fund -Regular Plan-Growth
118480,IDFC  Sterling Equity Fund-Direct Plan-Dividend
118481,IDFC  Sterling Equity Fund-Direct Plan-Growth
108651,GFRF (Dividend - Weekly)
108625,IDFC - SSIF - ST -Plan B - Growth
118399,IDFC   Super Saver Income Fund - Medium Term Plan-Direct Plan-Bi Monthly Dividend
118400,IDFC   Super Saver Income Fund - Medium Term Plan-Direct Plan-Daily Dividend
118404,IDFC   Super Saver Income Fund - Medium Term Plan-Direct Plan-Fortnightly Dividend
118401,IDFC   Super Saver Income Fund - Medium Term Plan-Direct Plan-Growth
118402,IDFC   Super Saver Income Fund - Medium Term Plan-Direct Plan-Monthly Dividend
118403,IDFC   Super Saver Income Fund - Medium Term Plan-Direct Plan-Quartely Dividend
108731,IDFC - SSIF - Medium Term - Regular Plan-Daily Dividend Option
108729,IDFC - SSIF - Medium Term - Regular Plan-Fortnightly Dividend Option
108727,IDFC - SSIF - Medium Term - Regular Plan-Monthly Dividend Option
113169,IDFC - SSIF - Medium Term - Regular Plan-Quarterly Dividend Option
108730,IDFC - SSIF - Medium Term -Regular Plan- Bimonthly Dividend Option
108728,IDFC - SSIF - Medium Term -Regular Plan- Growth Option
131384,IDFC SSIF -MT -Direct Plan_Periodic Dividend
131385,IDFC SSIF -MT -Regular Plan_Periodic Dividend
108759,IDFC - SSIF - ST -Plan B - Monthly Dividend
112366,IDFC - SSIF - Short Term- Plan F Dividend
112367,IDFC - SSIF - Short Term- Plan F Growth
108713,IDFC   Super Saver Income Fund - Short Term -Regular Plan-Fortnightly Dividend
